
3.29616, -1.7952299, 9.23121, 1430320381412
-10.1239195, -7.92648, 8.0442, 1430320381736
-3.95343, -8.887859, 0.22563, 1430320382091
-4.37526, -7.8479996, -0.07848, 1430320382292
-3.79647, -5.13063, 2.59965, 1430320382494
-3.2569199, -8.15211, 2.06991, 1430320382696
-5.2189198, -9.19197, -0.8829, 1430320382899
-2.10915, -7.6616096, -0.61803, 1430320383101
-7.1711097, -10.496699, 1.8344699, 1430320383305
-5.28759, -11.34036, 2.10915, 1430320383505
-1.38321, -5.6996098, -0.57879, 1430320383708
-5.32683, -9.45684, 9.42741, 1430320383910
-11.99763, -14.94063, -7.8578095, 1430320384113
-3.0312898, -6.1999197, 0.07848, 1430320384315
-9.662849, -12.59604, 2.67813, 1430320384517
-6.0233397, -7.26921, -2.6094599, 1430320384720
0.91233, -6.01353, 3.9043798, 1430320384921
-2.76642, -11.94858, -1.5696, 1430320385124
3.06072, -7.42617, 3.7572298, 1430320385326
-6.28821, -12.752999, 6.23916, 1430320385527
-7.4752197, -11.98782, -1.42245, 1430320385729
2.3740199, -8.15211, 4.82652, 1430320385930
0.8829, -10.22202, -3.4138799, 1430320386132
2.2563, -6.58251, 3.63951, 1430320386334
-10.27107, -6.16068, -1.11834, 1430320386535
-5.48379, -17.07921, -2.6487, 1430320386736
1.41264, -0.6867, -4.06134, 1430320386938
-2.2268698, -14.05773, 10.23183, 1430320387138
-11.80143, -11.30112, -1.5696, 1430320387339
-6.0625796, -7.3476896, 3.0214798, 1430320387540
-8.4366, -11.83086, 3.78666, 1430320387741
0.52974, 0.31392, -3.95343, 1430320387944
2.59965, -5.51322, 3.8258998, 1430320388145
-10.810619, -11.5659895, -0.53955, 1430320388345
-5.32683, -7.8087597, 2.71737, 1430320388547
-6.63156, -14.59728, 2.06991, 1430320388749
-2.6094599, -2.1385798, -3.4138799, 1430320388950
1.7559899, -7.58313, 7.77933, 1430320389150
-4.17906, -6.0429597, -6.17049, 1430320389351
-5.1011996, -5.5524597, -1.00062, 1430320389552
-8.12268, -12.792239, 3.3353999, 1430320389755
-5.9841, -6.3961196, -3.4138799, 1430320389956
-1.9619999, -14.28336, 7.74009, 1430320390159
-6.13125, -8.887859, -5.4053097, 1430320390362
-4.83633, -6.7002296, 0.10791, 1430320390563
-7.93629, -11.30112, 2.06991, 1430320390765
-4.79709, -5.7388496, -3.0312898, 1430320390968
-1.9914299, 1.19682, -3.45312, 1430320391168
0.30411, -9.6138, -1.46169, 1430320391369
-1.7658, -6.62175, 1.1870099, 1430320391570
-8.96634, -8.3483095, 1.41264, 1430320391773
-5.4053097, -16.24536, 0.34335, 1430320391975
-0.38259, 0.85346997, -4.71861, 1430320392174
2.4524999, -5.13063, -2.6094599, 1430320392376
-4.06134, -6.58251, -0.34335, 1430320392578
-8.39736, -10.41822, 3.1784399, 1430320392780
-5.52303, -12.144779, -1.1477699, 1430320392981
1.5696, -5.13063, 6.2097297, 1430320393183
-1.80504, -16.35327, -2.26611, 1430320393385
1.3734, -6.88662, 2.83509, 1430320393587
-10.15335, -7.9657197, -0.84366, 1430320393788
-4.4439297, -17.23617, 2.71737, 1430320393989
2.63889, -2.56041, -2.3740199, 1430320394190
-1.38321, -15.4017, 4.63032, 1430320394393
-5.0619597, -5.5524597, 1.1085299, 1430320394595
-7.3574996, -11.104919, 4.9049997, 1430320394797
-4.52241, -11.791619, -1.64808, 1430320394999
3.40407, -7.26921, 7.43598, 1430320395199
1.2654899, -4.09077, -2.3053498, 1430320395402
-1.54017, -6.6609898, 1.9129499, 1430320395603
-10.19259, -8.95653, 1.41264, 1430320395805
-4.4439297, -16.12764, 2.2563, 1430320396008
2.06991, -1.6775099, 0.03924, 1430320396210
-0.84366, -11.26188, -1.54017, 1430320396411
-3.6787498, -5.66037, 0.03924, 1430320396614
-7.39674, -11.144159, 5.01291, 1430320396815
-5.9841, -11.22264, -0.8829, 1430320397017
1.9129499, -4.05153, 6.13125, 1430320397218
-1.54017, -10.41822, -3.87495, 1430320397419
0.91233, -6.0822, 2.98224, 1430320397622
-9.348929, -8.23059, -0.03924, 1430320397823
-2.91357, -17.814959, 2.98224, 1430320398025
1.8344699, -1.21644, -3.9926698, 1430320398227
0.14715, -14.862149, 5.28759, 1430320398429
-2.91357, -6.3961196, 1.9129499, 1430320398632
-9.00558, -10.182779, 2.2563, 1430320398832
-4.79709, -15.323219, 1.5696, 1430320399035
2.03067, -2.40345, -0.92214, 1430320399235
-2.76642, -17.43237, 1.5696, 1430320399437
1.1085299, -7.3476896, 3.2569199, 1430320399641
-8.701469, -7.4654098, 1.41264, 1430320399841
-0.76518, -18.697859, -0.31392, 1430320400041
0.22563, 1.7658, -4.13982, 1430320400244
1.2654899, -7.0043397, 5.36607, 1430320400444
-9.1233, -13.01787, 0.03924, 1430320400644
-4.79709, -7.6616096, 2.79585, 1430320400847
-1.54017, -18.845009, 0.91233, 1430320401050
0.60822, 0.77498996, -4.79709, 1430320401251
1.7952299, -13.400459, 8.62299, 1430320401454
-2.18763, -9.87867, 1.72656, 1430320401656
-4.98348, -12.44889, 4.86576, 1430320402009
-4.7578497, -6.16068, -0.80442, 1430320402140
-2.9528098, -5.35626, -1.34397, 1430320402149
-3.63951, -4.7088, -1.84428, 1430320402163
-5.2483497, -3.0214798, -4.17906, 1430320402171
-4.06134, -2.17782, -4.1005797, 1430320402180
-3.2569199, -0.6867, -3.5316, 1430320402191
-1.9619999, 0.31392, -3.14901, 1430320402200
-0.57879, 1.84428, -5.48379, 1430320402213
0.56898, 1.46169, -5.4053097, 1430320402222
1.3047299, 0.47087997, -5.36607, 1430320402231
1.45188, -0.30411, -4.98348, 1430320402242
1.8737099, -2.52117, -2.9528098, 1430320402251
1.9129499, -3.0214798, -1.64808, 1430320402266
2.06991, -3.40407, -0.1962, 1430320402272
2.2563, -3.70818, 1.64808, 1430320402286
3.0214798, -4.55184, 4.32621, 1430320402292
4.0221, -7.12206, 9.69228, 1430320402302
4.48317, -8.887859, 10.19259, 1430320402311
4.40469, -10.683089, 7.8185697, 1430320402321
2.71737, -12.066299, 4.82652, 1430320402335
-0.8829, -17.962109, 4.40469, 1430320402343
-0.8829, -19.64943, 6.17049, 1430320402353
-0.50031, -19.34532, 8.66223, 1430320402378
0.18639, -17.39313, 10.997009, 1430320402383
-1.8835199, -11.644469, 11.94858, 1430320402389
-3.6787498, -9.3096895, 11.84067, 1430320402393
-4.7578497, -7.8087597, 8.96634, 1430320402410
-3.9926698, -7.4654098, 5.63094, 1430320402412
-1.7658, -8.15211, 4.48317, 1430320402423
1.2262499, -11.644469, 6.93567, 1430320402435
2.63889, -13.861529, 8.0442, 1430320402442
2.71737, -16.27479, 7.3182597, 1430320402454
1.33416, -18.697859, 5.32683, 1430320402463
-1.3047299, -19.64943, -2.49174, 1430320402474
-1.42245, -19.64943, -4.17906, 1430320402486
-3.5316, -18.58014, -2.8743298, 1430320402493
-2.6487, -12.252689, -4.29678, 1430320402509
8.42679, -2.7860398, -6.32745, 1430320402515
10.84005, -0.83384997, -1.11834, 1430320402524
8.0442, 0.35316, 5.85657, 1430320402534
3.48255, 0.51012, 6.5138397, 1430320402544
0.0, -6.58251, -11.497319, 1430320402560
-1.42245, -9.72171, -18.16812, 1430320402566
-4.29678, -11.98782, -14.567849, 1430320402579
-8.054009, -13.900769, -9.201779, 1430320402586
-14.18526, -16.12764, -3.3353999, 1430320402597
-14.41089, -16.89282, -0.96137995, 1430320402605
-13.18464, -15.784289, 1.64808, 1430320402622
-11.19321, -12.90996, 3.48255, 1430320402626
-3.45312, -9.80019, 3.6787498, 1430320402636
0.76518, -8.9957695, 1.8344699, 1430320402654
5.5524597, -8.49546, -0.15696, 1430320402658
7.58313, -8.0442, 3.48255, 1430320402666
